22.365|114.1338:Shek Lei|Hong Kong|CN
45.2977|11.6584:Vo Euganeo|Veneto|IT
1.3535|103.8151:||SG
34.6293|113.468:Zhengzhou City|Henan|CN
27.5136|113.9029:Pingxiang City|Jiangxi|CN
28.3075|114.9732:Yichun City|Jiangxi|CN
28.7769|117.4692:Shangrao City|Jiangxi|CN
27.5113|116.4344:Fuzhou City|Jiangxi|CN
28.6615|116.0257:Nanchang City|Jiangxi|CN
29.3255|115.4418:Jiujiang City|Jiangxi|CN
27.8455|114.8515:Xinyu City|Jiangxi|CN
26.9753|114.8248:Ji'an City|Jiangxi|CN
29.31|117.2708:Jingdezhen City|Jiangxi|CN
45.9481|123.4396:Zhenlai County, Baicheng City|Jilin|CN
42.858|125.1521:Longshan District, Liaoyuan City|Jilin|CN
43.7835|124.6729:Gongzhuling City, Siping City|Jilin|CN
44.388|125.769:Changchun City|Jilin|CN
43.5723|124.4702:Siping City|Jilin|CN
41.9616|125.9505:Tonghua City|Jilin|CN
42.5343|125.7108:Meihekou City, Tonghua City|Jilin|CN
42.8118|125.3049:Liaoyuan City|Jilin|CN
43.1467|129.1295:Yanbian Prefecture|Jilin|CN
43.8479|125.4124:Pixel Park, Economic Development Zone, Jinkai District, Changchun City|Jilin|CN
42.9445|125.1762:Dongliao County, Liaoyuan City|Jilin|CN
43.7595|123.6956:Shuangliao City, Siping City|Jilin|CN
43.1854|124.3406:Tiexi District, Siping City|Jilin|CN
43.8573|125.3366:Dashun Community, Dongling South Street, Nanguan District, Changchun City|Jilin|CN
43.8813|125.4278:Aegean Bay, Oriental Plaza, Economic Development Zone, Changchun|Jilin|CN
43.8296|125.2592:Sunac City, Shangcheng, Changchun City|Jilin|CN
35.4509|139.6651:Yokohama Port|Kanagawa Prefecture|JP
33.6554|113.8999:Luohe City|Henan|CN
35.2655|114.084:Xinxiang City|Henan|CN
1.3539|103.8605:Mei Hwan Drive||SG
33.7239|114.8773:Zhoukou City|Henan|CN
32.9242|114.1505:Zhumadian City|Henan|CN
34.3636|111.1065:Sanmenxia City|Henan|CN
39.5994|122.2224:Dalian City|Liaoning|CN
41.1829|123.2453:Liaoyang City|Liaoning|CN
41.4708|121.6189:Jinzhou City|Liaoning|CN
42.2807|121.9557:Fuxin City|Liaoning|CN
37.2873|106.1671:|Ningxia|CN
37.078|106.1527:Tongxin County, Wuzhong City|Ningxia|CN
13.8538|100.5228:Bamrasnaradura Hospital|Nonthaburi|TH
37.8007|100.2712:Haibei Prefecture|Qinghai|CN
33.7969|113.0108:Pingdingshan City|Henan|CN
35.9974|139.3476:|Saitama|JP
34.1073|108.7872:Xi'an City|Shaanxi|CN
34.7887|108.3897:Xianyang City|Shaanxi|CN
36.4422|109.3161:Yan'an City|Shaanxi|CN
38.0476|109.5704:Yulin City|Shaanxi|CN
32.4451|108.4337:Ziyang County, Ankang City|Shaanxi|CN
35.8789|114.3525:Anyang City|Henan|CN
34.3824|107.2001:Baoji City|Shaanxi|CN
34.9555|109.8585:Weinan City|Shaanxi|CN
36.3592|118.1603:|Shandong|CN
1.3937|103.8761:Fernvale Road||SG
31.0385|108.8523:Yunyang County|Chongqing|CN
31.2045|121.4555:|Shanghai|CN
31.0894|121.414:Minhang District|Shanghai|CN
31.0154|121.2152:Songjiang District|Shanghai|CN
31.3598|121.2389:Jiading District|Shanghai|CN
31.1062|121.7257:Pudong District|Shanghai|CN
31.165|121.4345:Xuhui District|Shanghai|CN
31.2095|121.3757:Changning District|Shanghai|CN
24.9785|98.9699:Baoshan City|Yunnan|CN
30.9111|121.5517:Fengxian District|Shanghai|CN
31.3016|121.5244:Yangpu District|Shanghai|CN
31.5058|109.3486:Wuxi County|Chongqing|CN
37.6239|112.3012:|Shanxi|CN
37.8672|112.3904:Wanbailin District, Taiyuan City|Shanxi|CN
30.1151|106.3081:Hechuan District|Chongqing|CN
38.2227|113.3478:Yu County, Yangquan City|Shanxi|CN
35.7458|112.3645:Qinshui County, Jincheng City|Shanxi|CN
37.1412|112.2527:Pingyao County, Jinzhong City|Shanxi|CN
36.1527|110.7157:Ji County, Linfen City|Shanxi|CN
30.7029|103.8256:Chengdu City|Sichuan|CN
29.5648|106.189:Bishan District|Chongqing|CN
28.4424|105.666:Luzhou City|Sichuan|CN
31.1342|104.4301:Deyang City|Sichuan|CN
30.6333|105.4711:Suining City|Sichuan|CN
26.8085|101.7307:Panzhihua City|Sichuan|CN
31.197|106.2033:Nanchong City|Sichuan|CN
29.9272|103.7518:Meishan City|Sichuan|CN
29.2894|104.683:Zigong City|Sichuan|CN
1.4466|103.8017:Woodlands Crescent||SG
30.9552|109.3445:Fengjie County|Chongqing|CN
31.3701|107.6465:Dazhou City|Sichuan|CN
27.8927|102.0762:Liangshan Prefecture|Sichuan|CN
31.8534|104.7008:Mianyang City|Sichuan|CN
30.4272|106.6635:Guang'an City|Sichuan|CN
32.0194|107.038:Bazhong City|Sichuan|CN
30.6612|107.7139:Liangping District|Chongqing|CN
29.6418|104.9131:Neijiang City|Sichuan|CN
31.8847|108.7309:Chengkou County|Chongqing|CN
29.8897|107.823:Fengdu County|Chongqing|CN
30.9451|100.01:Ganzi Prefecture|Sichuan|CN
32.2633|105.7818:Guangyuan City|Sichuan|CN
29.6209|106.707:Jiangbei District|Chongqing|CN
29.6524|105.7388:Dazu District|Chongqing|CN
39.2971|117.3333:|Tianjin|CN
35.5533|139.7811:Haneda Airport|Tokyo|JP
29.8146|106.0291:Tongliang District|Chongqing|CN
35.7114|139.4468:|Tokyo|JP
35.5672|139.6694:Ota-ku|Tokyo|JP
27.7396|111.6133:Loudi City|Hunan|CN
23.9212|54.3311:||AE
34.0459|135.191:Yuasa (Saiseikai Arida Hospital), Arida District|Wakayama Prefecture|JP
34.0351|135.1499:Yuasa-cho|Wakayama Prefecture|JP
1.3398|103.8565:Lorong 8 Toa Payoh||SG
28.5768|111.9523:Yiyang City|Hunan|CN
43.7304|87.7853:Urumqi City|Xinjiang|CN
39.5633|87.4577:Bayingolin Prefecture|Xinjiang|CN
41.3763|85.2806:|Xinjiang|CN
43.4679|82.0969:Ili Prefecture|Xinjiang|CN
27.6565|104.0039:Zhaotong City|Yunnan|CN
25.0109|101.4838:|Yunnan|CN
25.3924|102.8739:Kunming City|Yunnan|CN
23.6913|104.7145:Wenshan Zhuang and Miao Autonomous Prefecture|Yunnan|CN
23.3096|103.1373:Gejiu City, Honghe Prefecture|Yunnan|CN
25.7304|100.037:Dali Prefecture|Yunnan|CN
25.7094|103.9368:Qujing City|Yunnan|CN
23.4423|103.036:Honghe Prefecture|Yunnan|CN
25.2764|98.493:Tengchong City, Baoshan City|Yunnan|CN
29.9017|119.4715:Hangzhou City|Zhejiang|CN
29.7115|121.4792:Ningbo City|Zhejiang|CN
26.796|112.5737:Hengyang City|Hunan|CN
27.9054|120.4404:Wenzhou City|Zhejiang|CN
30.6399|120.7547:Jiaxing City|Zhejiang|CN
29.7353|120.636:Shaoxing City|Zhejiang|CN
29.1175|119.9524:Jinhua City|Zhejiang|CN
28.775|121.1116:Taizhou City|Zhejiang|CN
29.3025|111.5202:Changde City|Hunan|CN
1.2935|103.803:Mei Ling Street||SG
30.7458|119.8686:Huzhou City|Zhejiang|CN
28.2008|119.5133:Lishui City|Zhejiang|CN
27.732|112.6022:Xiangtan City|Hunan|CN
26.9153|110.8759:Shaoyang City|Hunan|CN
25.8181|113.1376:Chenzhou City|Hunan|CN
1.3221|103.8472:National Centre for Infectious Diseases||SG
27.124|113.5158:Zhuzhou City|Hunan|CN
28.9356|118.674:Quzhou City|Zhejiang|CN
28.6973|109.7267:Xiangxi Prefecture|Hunan|CN
37.848|138.1427:||JP
1.3795|103.8827:Buangkok Green||SG
1.2856|103.844:Park Royal Collection Pickering and Oasia Hotel Downtown||SG
1.2802|103.8345:Singapore General Hospital||SG
37.5677|127.0057:National Medical Center|Seoul|KR
48.968|11.4158:|Bavaria|DE
36.3174|128.7493:|North Gyeongsang|KR
39.9461|116.5128:Chaoyang District|Beijing|CN
3.2709|101.4988:|Selangor|MY
52.6519|-1.4618:|England|GB
45.2209|9.9944:Cremona|Lombardia|IT
1.3105|103.8468:KK Women’s and Children’s Hospital||SG
39.9109|116.3591:Xicheng District|Beijing|CN
51.5072|-0.1275:London|England|GB
36.3782|127.7975:||KR
3.139|101.6869:Kuala Lumpur|Wilayah Persekutuan Kuala Lumpur|MY
35.5115|140.1992:|Chiba Prefecture|JP
33.9129|135.5052:|Wakayama Prefecture|JP
35.4156|139.339:|Kanagawa Prefecture|JP
35.0361|137.2115:|Aichi Prefecture|JP
1.3336|103.863:Potong Pasir Avenue 3||SG
1.3472|103.6951:Jurong West Street 81||SG
25.781|126.6822:|Okinawa|JP
35.1419|126.9195:Chosun University Hospital||KR
6.1506|100.4041:Hospital Sultanah Bahiyah|Kedah|MY
3.7975|109.7073:||MY
15.1799|101.0156:||TH
37.2795|49.4541:|Gilan|IR
37.5667|126.9667:Seoul|Seoul|KR
23.7595|120.9559:|Taiwan|TW
24.4667|54.3667:Abu Dhabi|Abu Dhabi|AE
35.5683|139.371:Sagamihara Chuo Hospital|Kanagawa Prefecture|JP
40.2079|116.2063:Changping District|Beijing|CN
39.6424|116.4172:Daxing District|Beijing|CN
39.8029|116.7363:Tongzhou District|Beijing|CN
19.8317|110.4222:Haikou City|Hainan|CN
19.6917|109.9864:Chengmai County|Hainan|CN
22.443|110.182:Yulin City|Guangxi|CN
24.6457|107.8409:Hechi City|Guangxi|CN
31.7944|117.3428:Hefei City|Anhui|CN
32.7574|116.734:Huainan City|Anhui|CN
31.15|118.1285:Wuhu City|Anhui|CN
33.8609|117.2092:Suzhou City|Anhui|CN
32.9188|115.7036:Fuyang City|Anhui|CN
30.9447|117.8965:Tongling City|Anhui|CN
29.0682|113.254:Yueyang City|Hunan|CN
22.9334|113.8738:Dongguan City|Guangdong|CN
22.6539|114.1291:Shenzhen City|Guangdong|CN
22.1693|113.361:Zhuhai City|Guangdong|CN
23.2444|114.4983:Huizhou City|Guangdong|CN
23.5416|112.2026:Zhaoqing City|Guangdong|CN
32.0826|114.8834:Xinyang City|Henan|CN
33.0453|112.2833:Nanyang City|Henan|CN
31.6259|119.6369:Changzhou City|Jiangsu|CN
31.378|120.6418:Suzhou City|Jiangsu|CN
33.357|118.9639:Huai'an City|Jiangsu|CN
39.9113|116.4106:Dongcheng District|Beijing|CN
36.5874|127.4762:Cheongwon|North Chungcheong|KR
28.5759|104.633:Yibin City|Sichuan|CN
1.2951|103.7828:National University Hospital||SG
33.109|117.326:Bengbu City|Anhui|CN
